root, Base, HostnameLookups, KeepAlive, EnableSendfile, FollowSymLinks, AccessLog, ExtendedStatus, InMemory, Handle, 0
0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 70,1115051259661
0, 0, 1, 0, 1, 0, 0, 0, 0, 0, -29,5131786790043
0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 655,535118374276
0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 306,160241462851
0, 0, 0, 1, 0, 0, 1, 0, 0, 0, -144,202419692148
0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 808,727609154462
0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 885,604488864398
0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1060,49203598132
0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 418,276072984946
0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1003,69350957
0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 354,343910383764
0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1145,18134612963
0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1123,23209358472
0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 174,363922194679
0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 913,278373045176
0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 503,321275534435
