root, Base, HostnameLookups, KeepAlive, EnableSendfile, FollowSymLinks, AccessLog, ExtendedStatus, InMemory, Handle, 0
0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 313,900120975628
0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 71,9190074634163
0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 56,2725578684123
0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 665,032476301462
0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 267,946692615756
0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 253,549107084623
0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 153,445602410309
0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1212,81114962557
0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 117,242030695318
0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 510,083733678792
0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 29,1322691375596
0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 414,56035022018
0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 195,127805834655
0, 0, 0, 1, 1, 0, 1, 0, 0, 0, -123,545407059876
0, 0, 0, 0, 1, 0, 1, 0, 0, 1, -63,2897760588679
0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 287,116367633119
