root, Base, HostnameLookups, KeepAlive, EnableSendfile, FollowSymLinks, AccessLog, ExtendedStatus, InMemory, Handle, 0
0, 0, 0, 0, 0, 1, 1, 0, 0, 0, -432,81922411116
0, 0, 0, 0, 1, 0, 1, 0, 0, 0, -0,857099699630766
0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 118,002270003313
0, 1, 0, 0, 1, 0, 0, 0, 0, 0, -98,2971689317294
0, 1, 1, 0, 0, 0, 0, 0, 0, 0, -447,704669090245
0, 1, 0, 1, 0, 0, 0, 0, 0, 0, -142,906169316554
0, 0, 0, 0, 0, 0, 0, 1, 1, 0, -445,274231913759
0, 1, 0, 0, 0, 0, 0, 0, 0, 1, -54,8824698303191
0, 0, 1, 0, 0, 0, 0, 0, 1, 0, -264,2714812212
0, 0, 0, 0, 0, 1, 0, 0, 0, 1, -1,95862349587725
0, 0, 1, 0, 0, 0, 0, 0, 0, 1, -106,547567419261
0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 124,884017758123
0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 276,245342721041
0, 0, 1, 0, 1, 1, 0, 0, 0, 0, -211,374688869724
0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 110,917786087004
0, 0, 1, 0, 0, 1, 0, 1, 0, 0, -178,300981599976
