root, Base, HostnameLookups, KeepAlive, EnableSendfile, FollowSymLinks, AccessLog, ExtendedStatus, InMemory, Handle, 0
0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 23,4787414514557
0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 638,320910296972
0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 702,102339022594
0, 0, 0, 0, 0, 0, 0, 1, 1, 0, -47,693185305323
0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 127,262072492714
0, 0, 1, 1, 0, 0, 0, 0, 0, 0, -110,454587569655
0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 606,407857876268
0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 80,220122529932
0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1051,30552390782
0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 54,7244470245659
0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 165,767226360267
0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1002,44083959777
0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 937,207064388811
0, 1, 0, 1, 0, 0, 1, 0, 0, 0, -169,327241724501
0, 0, 0, 1, 0, 0, 1, 0, 0, 1, -25,4759098815957
0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 890,266912075746
