root, Base, HostnameLookups, KeepAlive, EnableSendfile, FollowSymLinks, AccessLog, ExtendedStatus, InMemory, Handle, 0
0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0,0102114768686573
0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 633,026233128423
0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 831,478409089983
0, 0, 0, 0, 0, 0, 0, 1, 1, 0, -53,5269333354778
0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 123,154749934393
0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 9,38002586622754
0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 485,606268615579
0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 931,94931919389
0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1048,76455131014
0, 0, 0, 0, 1, 0, 0, 0, 1, 0, -94,4872189846629
0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 160,780400036881
0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 946,611230021251
0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 433,594268446288
0, 1, 0, 1, 0, 0, 1, 0, 0, 0, -173,36171882812
0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 165,007486042391
0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 319,016178104761
