root, Base, HostnameLookups, KeepAlive, EnableSendfile, FollowSymLinks, AccessLog, ExtendedStatus, InMemory, Handle, 0
0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 149,396223547479
0, 0, 0, 1, 0, 0, 1, 0, 0, 0, -321,315129696613
0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 259,891613147347
0, 0, 0, 0, 1, 0, 0, 1, 0, 0, -156,858196556266
0, 0, 0, 0, 1, 0, 0, 0, 0, 1, -499,488821567352
0, 0, 0, 1, 0, 0, 0, 0, 0, 1, -544,403152095649
0, 0, 1, 0, 0, 1, 0, 0, 0, 0, -345,492809494107
0, 0, 0, 0, 0, 1, 0, 1, 0, 0, -507,786237568747
0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 199,173598623941
0, 0, 0, 0, 0, 1, 1, 0, 0, 0, -222,363436929792
0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 305,932801738889
0, 0, 0, 0, 0, 0, 1, 0, 1, 0, -457,77158756026
0, 1, 0, 0, 0, 0, 0, 0, 1, 0, -31,8540809915962
0, 1, 0, 0, 0, 0, 1, 1, 0, 0, -382,232351083956
0, 1, 0, 0, 0, 0, 1, 0, 0, 1, -240,669517900871
0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 176,805571957626
