root, Base, HostnameLookups, KeepAlive, EnableSendfile, FollowSymLinks, AccessLog, ExtendedStatus, InMemory, Handle, 0
0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 35,0652991070865
0, 0, 0, 0, 0, 1, 0, 1, 0, 0, -397,043626910326
0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 71,5628912097519
0, 1, 0, 0, 0, 1, 0, 0, 0, 0, -209,608972861352
0, 0, 1, 1, 0, 0, 0, 0, 0, 0, -511,9374139567
0, 0, 0, 0, 0, 1, 0, 0, 1, 0, -552,025881087511
0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 31,4373072634022
0, 0, 0, 0, 1, 0, 0, 1, 0, 0, -66,3693861167548
0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 33,7427047703399
0, 0, 0, 1, 0, 0, 0, 1, 0, 0, -123,292978492637
0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 169,332032758453
0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 112,085850977575
0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 72,3917317728609
0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 77,539434225434
0, 0, 0, 0, 1, 1, 0, 0, 0, 1, -5,03953529259638
0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 2,84700812545724
