root, Base, HostnameLookups, KeepAlive, EnableSendfile, FollowSymLinks, AccessLog, ExtendedStatus, InMemory, Handle, 0
0, 1, 0, 1, 0, 0, 0, 0, 0, 0, -309,248488572532
0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 177,94047153823
0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 22,0888022914899
0, 1, 0, 0, 0, 1, 0, 0, 0, 0, -211,336431466519
0, 0, 1, 1, 0, 0, 0, 0, 0, 0, -494,620059352652
0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 121,743034828197
0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 34,6630703687658
0, 0, 0, 0, 1, 0, 0, 1, 0, 0, -76,7154033062364
0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 32,8291030898452
0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 52,4084151942312
0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 182,892550186264
0, 0, 1, 0, 0, 0, 0, 1, 0, 0, -87,046121601973
0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 115,956248879813
0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 179,917856202881
0, 0, 0, 0, 1, 1, 0, 0, 0, 1, -19,8600732916506
0, 1, 0, 0, 0, 0, 1, 1, 0, 0, -91,0010550428521
