root, Base, HostnameLookups, KeepAlive, EnableSendfile, FollowSymLinks, AccessLog, ExtendedStatus, InMemory, Handle, 0
0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 35,2556646153325
0, 0, 0, 1, 0, 0, 0, 0, 0, 1, -166,079285176236
0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 498,775001999924
0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 9,13825181454564
0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 773,791727418615
0, 0, 0, 0, 0, 1, 0, 0, 0, 1, -154,022576686966
0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 535,556500832508
0, 0, 0, 1, 0, 0, 0, 0, 1, 0, -152,913065193526
0, 0, 0, 0, 0, 1, 1, 0, 0, 0, -83,3159582617341
0, 1, 0, 0, 0, 0, 0, 1, 0, 0, -104,289314583361
0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1117,93712067171
0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 516,749633776865
0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 876,558550596605
0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 663,679483352673
0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 188,229897306895
0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 614,772201917994
