r,_r,false,0,0
o,_r_1,true,6,11.164293580728659
o,_r_1_4,false,0,14.600870601858153
m,_r_1_4_6,true,5,9.817160436619547
m,_r_1_4_7,true,5,6.0192546793316115
o,_r_1_5,true,7,10.820410978229244
m,_r_1_5_8,true,5,12.702069393724681
m,_r_1_5_9,true,4,11.76105910310322
o,_r_1_40,false,0,10.963521290184769
o,_r_1_41,true,5,13.586919400639896
o,_r_10,false,0,9.43204472733601
o,_r_10_11,true,5,8.154845689907956
m,_r_10_11_12,false,0,14.552187604117734
m,_r_10_11_13,false,0,9.08142515081364
o,_r_10_42,true,4,9.062549179139655
o,_r_10_43,false,0,5.153221965535673
o,_r_14,true,6,14.843971126844032
o,_r_14_15,false,0,7.438136596980577
m,_r_14_15_16,true,4,12.427862551882459
m,_r_14_15_17,false,0,9.397799944271553
m,_r_14_15_18,true,8,10.355743061884658
o,_r_14_15_19,false,0,11.782148517214367
o,_r_14_15_20,true,6,15.0
c,_r_14_15_20_21_22,true,7,5.0
c,_r_14_15_20_21_23,false,0,5.0
o,_r_14_44,true,10,5.016243101259276
o,_r_14_45,true,5,8.293495903482828
o,_r_24,false,0,10.00100409594239
m,_r_24_25,true,7,10.981813158882725
o,_r_24_26,false,0,8.606297257334182
o,_r_24_27,false,0,8.230826742918888
o,_r_24_27_28,false,0,10.232503334915263
c,_r_24_27_28_30_31,true,8,7.476158205869606
c,_r_24_27_28_30_32,true,4,13.54738293467522
o,_r_24_27_29,false,0,8.636096903673367
c,_r_24_27_29_33_34,false,0,5.87985686543776
c,_r_24_27_29_33_35,true,7,5.175687339400043
o,_r_24_27_36,true,2,14.363120069283731
c,_r_24_27_36_37_38,true,3,12.413681306775171
c,_r_24_27_36_37_39,true,6,14.294159990152648
o,_r_24_27_46,false,0,15.0
m,_r_24_27_46_47,false,0,12.443883983096939
o,_r_48,true,5,5.0
m,_r_48_49,true,5,12.40189634446495
o,_r_48_50,false,0,14.844635777772336
o,_r_48_51,true,7,11.184338118860179
o,_r_48_51_52,true,8,8.343952497335222
m,_r_48_51_52_54,true,4,5.0
o,_r_48_55,true,6,15.0
m,_r_48_55_56,false,0,11.645232154446152
c,_r_48_68_69,true,5,9.020455736449946
c,_r_48_68_70,true,2,10.303115805492755
o,_r_48_73,false,0,13.497149356500463
c,_r_48_73_74_75,true,1,8.542890247431083
c,_r_48_73_74_76,false,0,14.302407316307775
o,_r_48_77,true,2,5.0
o,_r_57,false,0,6.0754720096821675
o,_r_57_58,false,0,13.527640141466637
m,_r_57_58_61,false,0,11.414849913096466
o,_r_57_58_62,false,0,9.800071783110157
c,_r_57_58_62_63_64,false,0,13.116504100874616
c,_r_57_58_62_63_65,false,0,6.418005031627748
o,_r_57_58_66,true,2,6.736866798562674
o,_r_57_58_67,false,0,11.993275506771788
o,_r_57_59,true,6,11.941609077612158
o,_r_57_60,false,0,9.914398664939904
o,_r_68,true,5,12.865101837588464
o,_r_68_69,true,4,5.0
m,_r_68_69_70,true,2,8.481899116967542
m,_r_68_69_71,false,0,11.03405323180283
o,_r_68_69_72,false,0,8.057083274497645
o,_r_68_69_66,true,5,12.210970406897784
