r,_r,false,0,0
m,_r_1,false,0,11.021479128777196
m,_r_1_39,true,5,5.0
c,_r_1_39_43_44,true,4,5.0
c,_r_1_39_43_45,true,5,13.32024015678993
m,_r_1_40,false,0,9.744247298202376
o,_r_1_41,false,0,10.066764228322576
o,_r_1_42,false,0,15.0
m,_r_1_46,false,0,10.699213997502579
c,_r_1_46_47_48,false,0,8.58292855097712
c,_r_1_46_47_49,true,2,9.122206938404425
c,_r_1_46_47_50,false,0,10.798618551099452
m,_r_2,true,8,8.222952127234509
m,_r_2_24,true,4,11.220397683050319
m,_r_2_25,false,0,5.0
o,_r_2_26,true,5,10.38539942172258
m,_r_3,true,6,12.849756238908956
m,_r_3_7,true,5,5.0
m,_r_3_7_18,true,7,13.182747748253204
c,_r_3_7_18_20_21,true,5,5.14734917400461
c,_r_3_7_18_20_22,true,5,15.0
m,_r_3_7_19,false,0,10.696449202753456
c,_r_3_7_19_35_36,false,0,10.728973782649504
c,_r_3_7_19_35_37,false,0,5.0
c,_r_3_7_19_35_38,true,5,13.96337002593241
m,_r_3_8,true,3,10.924601936292156
o,_r_3_8_46,true,5,12.72682773986586
m,_r_3_9,true,6,5.0
m,_r_3_10,false,0,5.0
o,_r_3_11,false,0,9.441007628773601
m,_r_4,true,4,6.522302122750008
c,_r_4_51_52,true,2,10.192597575642306
c,_r_4_51_53,false,0,13.081507606729758
m,_r_5,true,6,5.473668310755912
m,_r_5_12,true,9,8.940547585745094
m,_r_5_13,true,2,13.548478402004104
m,_r_5_13_14,true,6,5.0
c,_r_5_13_14_15_16,true,6,14.252523037074269
c,_r_5_13_14_15_17,false,0,13.933900893133996
m,_r_6,true,5,6.322240042622349
c,_r_6_46_47,false,0,8.00209801798625
c,_r_6_46_48,true,4,11.80427063467518
c,_r_6_46_49,true,5,8.88570081466743
c,_r_6_46_50,false,0,8.64813654896589
c,_r_6_46_51,false,0,7.3423428118270095
m,_r_46,true,5,7.047579062763335
c,_r_46_47_48,true,6,8.729144840349608
c,_r_46_47_49,true,8,7.678309083476599
c,_r_46_47_50,false,0,5.0453065424463395
c,_r_46_47_51,false,0,9.665288506657651
c,_r_46_47_52,true,5,8.616255361425512
c,_r_46_47_53,true,6,11.665294353215005
c,_r_46_47_54,false,0,9.590226729665135
c,_r_46_47_55,false,0,15.0
c,_r_46_47_56,false,0,8.88451172251148
c,_r_46_47_57,false,0,7.028332502008201
