root, Base, HostnameLookups, KeepAlive, EnableSendfile, FollowSymLinks, AccessLog, ExtendedStatus, InMemory, Handle, 0
0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 21,6226599699719
0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 15,3131072719098
0, 1, 0, 0, 0, 0, 0, 0, 0, 1, -15,4450018214359
0, 0, 0, 1, 0, 0, 0, 0, 1, 0, -484,539698654201
0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 46,346060401552
0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 158,813971577773
0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 32,1520189743824
0, 0, 1, 1, 0, 0, 0, 0, 0, 0, -149,893176209439
0, 0, 1, 0, 0, 0, 0, 0, 0, 1, -25,0853914461758
0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 110,973884558978
0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 156,0163263571
0, 1, 0, 0, 0, 0, 1, 0, 0, 0, -127,886470549593
0, 0, 0, 0, 0, 0, 0, 1, 0, 1, -24,7892038418048
0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 21,6845395541949
0, 1, 1, 0, 0, 0, 0, 1, 0, 0, -78,0010553062111
0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 66,9136863407852
