root, Base, HostnameLookups, KeepAlive, EnableSendfile, FollowSymLinks, AccessLog, ExtendedStatus, InMemory, Handle, 0
0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1109,08425123334
0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 735,326922813563
0, 0, 0, 0, 0, 1, 0, 0, 1, 0, -62,2773231381803
0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 751,994560811558
0, 1, 0, 0, 0, 0, 0, 0, 1, 0, -93,411085370527
0, 0, 0, 0, 1, 0, 0, 0, 1, 0, -25,2275378812074
0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 252,974212011044
0, 1, 1, 0, 0, 0, 0, 0, 0, 0, -101,85735906798
0, 0, 0, 0, 0, 0, 1, 0, 1, 0, -86,1520530144873
0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 51,5815441525351
0, 0, 1, 1, 0, 0, 0, 0, 0, 0, -46,8357377328682
0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1091,57767652482
0, 0, 0, 0, 0, 1, 0, 0, 0, 1, -28,1287175078331
0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1114,08498737068
0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 962,796330384738
0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 601,110459566632
