root, Base, HostnameLookups, KeepAlive, EnableSendfile, FollowSymLinks, AccessLog, ExtendedStatus, InMemory, Handle, 0
0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 934,041825814287
0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 997,460286212595
0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1071,67641800568
0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 808,15234668946
0, 1, 0, 0, 0, 0, 0, 0, 1, 0, -89,7781817831367
0, 0, 0, 0, 1, 0, 0, 0, 1, 0, -36,0708985610476
0, 0, 0, 0, 1, 0, 1, 0, 0, 0, -15,0612644782365
0, 1, 1, 0, 0, 0, 0, 0, 0, 0, -108,077034053015
0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1015,37524336245
0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 2,599819310227
0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 24,5508839248668
0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 733,677609698971
0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 21,8014818144577
0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1101,34626456166
0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 951,294106270167
0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 601,265642992882
