-1,48665623331296
-8,5655577198433
-25,2730766759002
-32,3519781624306
-3,25542744249366
-10,3992246397754
-23,5225912801795
-30,6663884774613
88,0917980542597
88,4164289010782
86,323026845079
73,459395340742
64,3053776116724
79,1792296477972
64,6300084584909
66,3155981434603
-17,8094178658977
-12,1376624153372
-41,595838308485
-35,9240828579245
96,2634853368775
72,4770648942902
109,338773120787
85,5523526781995
-19,5781890750784
-27,0946959756735
94,4947141276968
94,3817395604506
-26,7219862723602
87,350916930415
-34,2384931729552
87,2379423631688
0,398272472425399
-24,7739010736041
-23,3881479701619
-48,5603215161914
19,75579131326
12,6119941159782
-18,6046445839251
-25,7484417812068
-15,9244891601594
-28,346005769098
3,4330296806752
-22,176749279419
-22,649554582072
13,3505875040681
-35,0710711910106
-12,2591914560261
124,66272560476
106,894084392079
100,876305162173
83,1076639494921
132,834412887378
126,109347465465
127,816428611788
121,091363189875
144,020244445595
113,063340881758
152,191931728212
133,985685101467
136,876447248313
162,109489551605
105,919543684477
143,90324292486
-1,42353248673578
15,7355408256697
-16,2836089230451
0,875464389360398
-3,19230369591649
-1,40975688692026
0,778507265333456
2,56105407432969
147,112442463384
171,675048109138
145,343671254203
156,718014548802
132,252366027074
147,126218063199
156,814971672829
158,500561357798
0,461396219002575
-0,472802528091115
-14,3986802173067
-15,3328789644004
183,683370013884
168,823293577575
190,152703600139
175,29262716383
19,8189150598371
5,69645396158793
203,040888854718
196,321960089818
21,6014618688334
204,823435663715
7,47900077058416
198,104506898814
-17,7462941193205
12,1634361301757
-32,6063705556298
-2,69664030613354
-63,5983076344417
-61,8157608254454
-46,8768397361009
-45,0942929271047
-15,8613654135822
-4,04490722358505
-40,5870888786881
-41,9588930398464
-13,6600868292168
-21,7431870490171
-1,84362863921965
-23,1149912101755
155,284129746001
192,597392328846
140,424053309692
177,737315892537
191,855057296502
194,056335880867
211,075047819848
213,276326404213
109,43211623088
133,55711646257
167,129333831396
173,161062003586
111,214663039876
185,973235661067
135,339663271566
192,004963833257
39,9093617246921
44,9271026254959
16,1229412821048
21,1406821829086
38,1405905155114
30,9967933182296
29,9700690651597
22,8262718678779
129,487816012265
141,909089246417
108,074490544466
107,307501427464
105,701395569677
100,930693347185
118,12266880383
100,163704230182
26,362261468128
44,1306593060226
2,57584102554068
20,3442388634353
140,435164670903
116,648744228316
165,607094842147
141,820674399559
24,5934902589473
29,1736257456864
119,021839203105
131,005507023193
17,4496930616655
111,878042005823
22,0298285484046
123,861709825911
-4,57955591799622
24,6761597817434
-19,4396323543055
9,8160833454341
-6,34832712717693
-4,56578031818071
9,71912622140717
11,5016730304034
-18,1266561745603
23,8797164622701
-63,9786696896815
-35,1605594040065
-32,9867326108696
-62,1961228806852
9,01964002596083
-33,3780125950103
143,956419032123
180,615667065212
129,096342595814
165,755590628902
154,903767690762
140,043691254452
204,313672660941
189,453596224632
122,543093564325
146,014079246258
89,4071999170228
125,628842536047
124,325640373321
91,189746726019
147,796626055254
127,411389345043
41,7942904304304
28,7187592717351
18,0078699878431
4,93233882914779
61,151809271265
54,0080120739832
34,8880157614141
27,7442185641323
166,058743562765
160,386744737419
165,771708144982
146,91144696848
142,272323120178
158,6279109477
136,600324294831
139,767649771198
-2,69462721225787
8,4678164279826
-17,5547036485671
-6,39226000832669
180,527346582623
165,667270146314
199,093322556213
184,233246119904
16,6628916285767
14,6370729176616
180,24031116484
185,618024787274
18,4454384375729
182,022857973837
16,4196197266579
187,40057159627
28,2471901738663
27,9223159522618
21,5221247519537
21,1972505303492
47,6047090147009
57,5222668380938
34,0915724419409
44,0091302653338
-16,241727468822
7,67137310850932
-40,9674509339278
-30,2426127077521
-14,0404488844566
-22,1235491042569
9,87265169287472
-11,3987108780811
177,006092221403
184,084750333148
170,281026799491
177,359684911235
191,474695241262
193,675973825627
222,791328151942
224,992606736307
176,71905680362
170,609452564209
147,104417517538
165,232788077063
186,636614627013
165,948319347209
180,527010387602
184,076689906734
-19,7724818259368
21,4131335197009
-70,5704940571527
-29,384878711515
-24,1763316578542
-58,3317206437646
3,82102133662799
-30,3343676492824
30,094283257803
78,6834309367896
25,6904334258856
61,0913187537166
-20,7037289734129
-8,46495556002479
27,8854187055737
26,9359297678062
-39,0234310520352
14,9128412306933
-89,8214432832511
-35,8851710005226
35,3377829469071
-15,4602292843088
96,6775875629845
45,8795753317686
-43,4272808839526
-2,67927095237962
30,9339331149897
79,0854753799116
-77,582669869863
-3,2214558709207
-36,83465993829
44,9300863940012
-4,30195106613642
18,7903922200021
-55,0999632973523
-32,0076200112138
12,4204891519614
-21,734899833949
22,3245700869444
-11,830818898966
-23,5529002922349
12,2900999309945
-6,83046007413702
15,8242777979368
-57,2895575027761
-23,9244940393727
-21,4465572795467
-1,26975616729891
80,2508128623653
110,746688481853
29,4528006311494
59,9486762506368
85,4943125514694
51,7576553409282
128,740845108048
95,0041878975064
96,9732530804632
114,280866348795
102,216752769567
132,27502297499
62,8178640945528
85,1227188043316
80,1254773628847
115,180989009754
21,6235361320683
74,9057938650401
-29,1744760991476
24,1077816338242
17,2196863001508
-16,9357026857596
57,3136816819672
23,1582926960568
71,4903012158081
132,176091282129
47,441897125273
94,9394248404381
20,6922889845922
13,2865081393626
81,3780790509128
60,7840358545278
37,0940668918686
72,2830525653413
-13,7039453393473
21,4850403341254
121,64683082037
70,8488185891545
164,239348827192
113,441336595976
53,8165071099664
75,8172304322836
118,724716779851
148,128972435517
19,661118124056
84,5693277939401
41,6618414463732
113,973583449606
5,1482482819905
71,1811629520532
-45,6497639492254
20,3831507208373
0,744398450073071
-33,4109905358373
53,5890507689802
19,4336617830698
20,6187790417908
68,5584216523543
37,3412192598887
72,0925995192967
-13,1178781687504
20,2471852946529
34,8217644418131
54,9985655540609
79,5094622809328
152,945909284344
28,7114500497169
102,147897053128
129,665991885495
95,9293346749539
185,009166829407
151,272509618866
55,4610581903977
115,709242842654
126,743877844975
