root, time_passes, gvn, instcombine, inline, jump_threading, simplifycfg, sccp, print_used_types, ipsccp, iv_users, licm, 0
0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, -28,9537451694079
0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, -45,4618581984456
0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, -2,61682387265094
0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 17,4936896862795
0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 4,34632666469241
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, -9,21461152539446
0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 48,7570906732359
0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 4,2402226318778
0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 34,557195352881
0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 21,1262900500153
0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, -18,1927395644171
0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 6,1276403178118
0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 23,4662312654197
0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 5,73746622679186
0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, -34,6401385602288
0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6,48106235108413
0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 11,7736925592877
0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 62,1610086600885
0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -24,7535397143084
0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 21,320055893582
0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -26,8333969298873
0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 2,64104565620004
0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, -18,0874260072034
0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, -8,6962296666821
0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, -2,46366071801301
0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, -38,2541489951819
0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, -23,1667603044206
0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 13,2393356393753
0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, -41,9264472195088
0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 76,8094426408684
0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 4,03521710520891
0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, -13,9769300227302
0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 32,2385267404993
0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, -19,6236607256327
0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, -38,4336211119982
0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 16,2801953122742
0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 16,4841737864644
0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 23,0111365005199
