root, Base, HostnameLookups, KeepAlive, EnableSendfile, FollowSymLinks, AccessLog, ExtendedStatus, InMemory, Handle, 0
0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 12,2611966718657
0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 224,55255859166
0, 0, 0, 0, 1, 1, 0, 0, 0, 0, -45,0419924497666
0, 0, 0, 0, 1, 0, 1, 0, 0, 0, -66,9500579397339
0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 45,6734948789437
0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 123,966411120239
0, 0, 0, 0, 1, 0, 0, 1, 0, 0, -92,4388425997388
0, 0, 0, 0, 1, 0, 0, 0, 1, 0, -71,7608904168513
0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 8,44955933285628
0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 110,0004495869
0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 153,186654906902
0, 0, 1, 0, 0, 0, 1, 0, 0, 0, -140,64154523858
0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 147,203726128809
0, 1, 0, 1, 0, 0, 0, 1, 0, 0, -156,422368074178
0, 0, 0, 0, 0, 1, 1, 0, 0, 1, -120,940788273169
0, 1, 0, 0, 0, 0, 0, 1, 0, 1, -97,1820268040776
