root, Base, HostnameLookups, KeepAlive, EnableSendfile, FollowSymLinks, AccessLog, ExtendedStatus, InMemory, Handle, 0
0, 0, 0, 0, 1, 0, 0, 0, 0, 1, -3,80289191186486
0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 224,454869024183
0, 0, 0, 0, 1, 1, 0, 0, 0, 0, -130,251392060396
0, 0, 0, 0, 1, 0, 1, 0, 0, 0, -60,5736891361278
0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 37,4184206495277
0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 11,4884181825102
0, 0, 0, 0, 1, 0, 0, 1, 0, 0, -80,2651065579176
0, 0, 0, 0, 1, 0, 0, 0, 1, 0, -127,34245203103
0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 22,857262727354
0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 107,895188090112
0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 154,887106273281
0, 0, 1, 0, 0, 0, 1, 0, 0, 0, -114,522257461534
0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 125,634178964497
0, 1, 0, 1, 0, 0, 0, 1, 0, 0, -151,591465244945
0, 0, 0, 0, 0, 1, 1, 0, 0, 1, -57,0316665710526
0, 1, 0, 0, 0, 0, 0, 1, 0, 1, -93,6906945491019
